ID,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Long,Lat,State,County,Smoking,Binge Drinking,Physical Inactivity,Sleep<7hours,Opioid Overdose,High Cholesterol,Obesity,High Blood Pressure,Depression,Kidney Diseases,Land Surface Temperature,Air Temperature,Solar_DNI,Wind Speed,Precipitation,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Aerosol ,Nitrogen Dioxide ,Carbon Monoxide ,Sulfur Dioxide ,Formaldehyde ,Ozone ,Diabetes
526,561100,17031561100,5611,Census Tract 5611,-87.77191,41.78887,ILLINOIS,Cook,13.6,14.6,9.3,30.7,9.247272055,31.6,27.9,29.9,15.3,2.9,22.778,10.6254,1565.550049,4.18333,82.6708,0.538936,0.81711,0.46378,0.707452,-0.355148,0.000175083,0.0341534,0.00028374,9.98E-05,0.144784,9.5
575,640300,17031640300,6403,Census Tract 6403,-87.771635,41.781532,ILLINOIS,Cook,14.3,15.5,9.1,32.1,18.56722884,29.3,29.4,27.5,15.8,2.6,22.778,10.609985,1564.089966,4.18333,82.6308,0.466729,0.692226,0.346814,0.500151,-0.355148,0.000175083,0.0341534,0.00028374,9.98E-05,0.144784,9
345,271200,17031271200,2712,Census Tract 2712,-87.703562,41.87736,ILLINOIS,Cook,23.5,11,13.1,45.3,299.1452991,27.8,42.6,42.3,15.5,3.9,22.566,10.677915,1553.900024,4.21667,81.775,0.90774,0.618774,0.981115,0.582418,-0.368216,0.000176379,0.0341532,0.000253022,0.000101276,0.144807,15.6
346,271300,17031271300,2713,Census Tract 2713,-87.708453,41.877304,ILLINOIS,Cook,27.6,9.9,16.2,47.2,57.41626794,28.1,46.1,45.3,16.9,4.7,22.566,10.662085,1553.099976,4.21667,82.1858,0.816353,0.51896,0.798715,0.525427,-0.368216,0.000176379,0.0341532,0.000253022,0.000101276,0.144807,18.1
747,837300,17031837300,8373,Census Tract 8373,-87.705552,41.871619,ILLINOIS,Cook,24.7,11.9,13.5,45.7,112.7668143,26.4,43.6,41.5,15.1,3.9,22.566,10.662085,1553.22998,4.20833,82.1858,0.740974,0.624211,0.936546,0.487932,-0.368216,0.000176379,0.0341532,0.000253022,0.000101276,0.144807,15.4
518,560100,17031560100,5601,Census Tract 5601,-87.74125,41.815366,ILLINOIS,Cook,13.7,12.3,10.7,33.9,13.57773252,31.7,31.1,34.2,13.1,3.6,21.9,10.675015,1553.380005,4.175,82.83,0.605146,0.947361,0.565489,0.774727,-0.366602,0.000178277,0.0341521,0.000301575,0.000110632,0.144772,13.7
519,560200,17031560200,5602,Census Tract 5602,-87.74778,41.81134,ILLINOIS,Cook,16.8,10.4,11.4,41.3,46.48460198,31.2,38.8,44.7,13,4.2,21.214,10.65835,1556.859985,4.175,82.7725,0.909056,0.89648,0.189876,0.854193,-0.366602,0.000178277,0.0341521,0.000301575,0.000110632,0.144772,16.8
534,580300,17031580300,5803,Census Tract 5803,-87.708934,41.825188,ILLINOIS,Cook,16.6,14.1,11.1,35.1,4.122011542,27.4,33.2,25.9,14.7,2.8,23.23,10.747485,1545.459961,4.19167,82.6517,0.836918,0.985158,0.249799,0.296172,-0.364171,0.000178085,0.0341521,0.000279945,9.92E-05,0.144783,11.9
384,310700,17031310700,3107,Census Tract 3107,-87.664906,41.85599,ILLINOIS,Cook,13.3,15.8,9.1,32.3,35.46099291,25.6,31.4,23.8,14,2.5,24.05,10.77085,1535.150024,4.2,80.3317,0.981304,0.941197,0.695941,0.233291,-0.365594,0.000183351,0.0341514,0.000267037,0.000102561,0.144749,10
385,310800,17031310800,3108,Census Tract 3108,-87.668574,41.855934,ILLINOIS,Cook,13.4,15.3,9.4,32.6,8.857395926,25.2,32,23.3,14.8,2.6,24.05,10.77085,1538.369995,4.2,80.3317,0.719675,0.961118,0.376651,0.213411,-0.365594,0.000183351,0.0341514,0.000267037,0.000102561,0.144749,10.1
391,340300,17031340300,3403,Census Tract 3403,-87.635791,41.842809,ILLINOIS,Cook,19.1,8,11.4,36.2,5.599104143,35.5,20.6,36.4,11.3,3.6,23.25,10.7321,1515.060059,4.19167,80.2258,0.951765,0.955517,0.443524,0.637103,-0.401957,0.000179978,0.0341501,0.000318168,0.000111375,0.144728,16.6
392,340400,17031340400,3404,Census Tract 3404,-87.632035,41.841885,ILLINOIS,Cook,16.1,9.2,8.4,35.7,5.263157895,29.9,18.8,28.5,10.6,2.4,23.25,10.7321,1510.430054,4.19167,80.2258,0.943553,0.975864,0.474151,0.314542,-0.401957,0.000179978,0.0341501,0.000318168,0.000111375,0.144728,11.6
766,840100,17031840100,8401,Census Tract 8401,-87.6392,41.841868,ILLINOIS,Cook,15.2,10.3,8.4,34.8,3.407155026,30.5,20.8,28.5,11.5,2.4,23.25,10.774185,1518.069946,4.19167,80.1792,0.887189,0.944849,0.367873,0.335535,-0.401957,0.000179978,0.0341501,0.000318168,0.000111375,0.144728,11.1
357,283100,17031283100,2831,Census Tract 2831,-87.664046,41.869274,ILLINOIS,Cook,11.2,13.2,7,33.6,11.09877913,21.7,25.4,24.1,14.3,2.3,22.784,10.76375,1534.22998,4.20833,80.0783,0.557064,0.804465,0.423726,0.065215,-0.36545,0.000182325,0.0341497,0.000276021,0.000103331,0.144756,7.7
791,842900,17031842900,8429,Census Tract 8429,-87.672938,41.863139,ILLINOIS,Cook,23.4,10.4,15.3,43,76.89021786,30.3,41.5,44.3,16.6,5.1,22.784,10.740435,1543.390015,4.20833,80.4842,0.979836,0.4584,0.969928,0.648924,-0.36545,0.000182325,0.0341497,0.000276021,0.000103331,0.144756,18
489,491000,17031491000,4910,Census Tract 4910,-87.628051,41.699759,ILLINOIS,Cook,24.6,9.9,15.4,46,89.57499524,30.4,44.4,47.2,15.7,4.9,21.75,10.660415,1529.329956,4.15,81.08,0.843482,0.610275,0.981655,0.62049,-0.49126,0.000161612,0.0341489,0.000264766,9.47E-05,0.144545,19.1
488,490902,17031490900,4909.02,Census Tract 4909.02,-87.615326,41.70328,ILLINOIS,Cook,15.8,9.8,11.3,41.8,19.66181675,31.5,39.2,46.1,13,4.3,22.292,10.680435,1528.209961,4.15,80.8758,0.663518,0.517931,0.719229,0.862925,-0.48912,0.0001627,0.0341488,0.000240647,8.87E-05,0.144542,16.9
456,440101,17031440100,4401.01,Census Tract 4401.01,-87.601395,41.748635,ILLINOIS,Cook,27.8,9.8,16.9,47.9,96.10250934,29.6,47.7,47.7,16.7,5,22.846,10.767515,1530.52002,4.15,81.4125,0.941822,0.504393,0.985088,0.51281,-0.475738,0.000167075,0.0341479,0.000309775,9.19E-05,0.144589,19.8
457,440102,17031440100,4401.02,Census Tract 4401.02,-87.601164,41.740936,ILLINOIS,Cook,19.7,10.6,12.1,44.4,86.34473937,28.9,41.7,43.6,14.4,3.9,23.07,10.774565,1529.300049,4.15,81.13,0.83869,0.679774,0.655332,0.588116,-0.475738,0.000167075,0.0341479,0.000309775,9.19E-05,0.144589,15.9
458,440201,17031440200,4402.01,Census Tract 4402.01,-87.610075,41.74821,ILLINOIS,Cook,17.8,9.8,12.1,43.3,41.50197628,30.4,41.4,45.8,13.7,4.3,22.952,10.770435,1532.02002,4.15,81.4558,0.89216,0.671934,0.81389,0.735049,-0.475738,0.000167075,0.0341479,0.000309775,9.19E-05,0.144589,17
459,440202,17031440200,4402.02,Census Tract 4402.02,-87.609762,41.74096,ILLINOIS,Cook,14.9,8.3,12.7,40.7,36.67889296,34.3,39.3,51.2,12.6,5.3,23.616,10.762085,1530.790039,4.15,81.1975,0.77554,0.728788,0.415626,0.936652,-0.475738,0.000167075,0.0341479,0.000309775,9.19E-05,0.144589,19.7
535,580400,17031580400,5804,Census Tract 5804,-87.709184,41.815275,ILLINOIS,Cook,15.8,14.2,10.4,34.6,8.342022941,27.2,32.8,26,14.5,2.7,23.23,10.751235,1543.77002,4.175,82.6383,0.644823,0.969136,0.534904,0.317906,-0.368662,0.000178282,0.0341479,0.000289127,0.000100278,0.144777,11.1
469,460302,17031460300,4603.02,Census Tract 4603.02,-87.557391,41.747086,ILLINOIS,Cook,25.1,10.2,15.2,45.9,36.81304234,29.6,45,45.6,15.6,4.6,21.004,10.696235,1499.170044,4.15,80.995,0.915731,0.504393,0.959641,0.57499,-0.511363,0.000160842,0.0341477,0.000243432,0.000103233,0.144629,18.5
65,50200,17031050200,502,Census Tract 502,-87.683717,41.957741,ILLINOIS,Cook,9.8,17.1,5.9,29,4.134794294,25.6,24,22.1,15.1,1.9,22.454,10.467935,1537.5,4.225,79.7225,0.180407,0.483662,0.352588,0.317522,-0.438654,0.000165155,0.034145,0.000201317,0.000103983,0.144949,6.2
67,50500,17031050500,505,Census Tract 505,-87.683507,41.950447,ILLINOIS,Cook,7.9,18.5,4.8,27.8,4.206983593,24,22.4,19.2,15,1.6,23.438,10.493315,1544.430054,4.225,79.775,0.073121,0.320913,0.472461,0.223914,-0.438654,0.000165155,0.034145,0.000201317,0.000103983,0.144949,4.7
657,720100,17031720100,7201,Census Tract 7201,-87.674727,41.727594,ILLINOIS,Cook,8.3,13.6,6.5,30.4,3.03030303,31.5,26.7,31.6,13,2.5,22.076,10.573735,1531.349976,4.18333,81.88,0.129278,0.526718,0.015078,0.801197,-0.463453,0.000163606,0.0341431,0.000336676,0.000102711,0.144712,8.7
434,420200,17031420200,4202,Census Tract 4202,-87.593516,41.783458,ILLINOIS,Cook,19.1,11.5,12,41.2,46.43064423,27.9,39.4,39.8,15,3.8,18.506,10.696685,1517.430054,4.175,82.195,0.525585,0.422044,0.927062,0.368732,-0.483845,0.000164705,0.0341413,0.000427401,0.000105529,0.144636,14.8
435,420300,17031420300,4203,Census Tract 4203,-87.598697,41.783224,ILLINOIS,Cook,13.6,16,7.3,36.5,8.038585209,17.6,28,21.5,16.8,1.8,20.272,10.725415,1521.390015,4.16667,82.2525,0.505629,0.385812,0.631684,0.043097,-0.483845,0.000164705,0.0341413,0.000427401,0.000105529,0.144636,6.4
461,440600,17031440600,4406,Census Tract 4406,-87.61916,41.732691,ILLINOIS,Cook,13.7,10.1,10,40.7,24.03846154,30.6,37.1,43.9,12.3,3.8,23.16,10.726685,1530.400024,4.15,81.0992,0.616488,0.689741,0.131532,0.829247,-0.472286,0.000166116,0.0341409,0.000275215,8.99E-05,0.144596,15.1
570,630400,17031630400,6304,Census Tract 6304,-87.698781,41.797255,ILLINOIS,Cook,18.6,14.6,12.3,36.3,9.882818015,26,37.4,26.1,15.9,2.9,23.58,10.744985,1540.619995,4.175,82.4367,0.95556,0.97088,0.537452,0.203828,-0.393221,0.000174428,0.0341409,0.000295306,0.000109032,0.144695,12
544,600400,17031600400,6004,Census Tract 6004,-87.643932,41.841718,ILLINOIS,Cook,15.8,10.1,9.3,34.9,7.710100231,31.4,22.5,30.5,12.2,2.8,23.6,10.774185,1524.609985,4.19167,80.1792,0.981166,0.947704,0.439094,0.409976,-0.387825,0.000181678,0.0341391,0.000329419,0.00011058,0.144732,12.2
767,840200,17031840200,8402,Census Tract 8402,-87.649191,41.844575,ILLINOIS,Cook,14.9,10.6,8.1,34.7,21.38579983,29.7,20.7,27.3,11.5,2.3,23.124,10.810435,1525.079956,4.19167,80.3075,0.793336,0.942487,0.295946,0.333599,-0.387825,0.000181678,0.0341391,0.000329419,0.00011058,0.144732,10.7
61,40700,17031040700,407,Census Tract 407,-87.694085,41.966806,ILLINOIS,Cook,10,18.6,5.4,29.6,6.404098623,23.1,23.9,19.1,15.4,1.6,22.248,10.472915,1535.51001,4.23333,79.7808,0.300198,0.629565,0.260917,0.169422,-0.445127,0.000164047,0.0341373,0.000210163,0.000105815,0.144987,5
62,40800,17031040800,408,Census Tract 408,-87.692303,41.963163,ILLINOIS,Cook,10.1,17.7,5.7,29.6,0,25.1,24,21.6,15.1,1.8,22.148,10.472915,1537.339966,4.23333,79.7808,0.248141,0.602312,0.38824,0.279148,-0.445127,0.000164047,0.0341373,0.000210163,0.000105815,0.144987,5.8
222,190402,17031190400,1904.02,Census Tract 1904.02,-87.771232,41.93486,ILLINOIS,Cook,15.9,14.6,10.5,33.6,14.65738366,28.7,31.9,27.3,15.6,2.8,24.006,10.423735,1543.589966,4.23333,81.3117,0.678807,0.919312,0.646,0.360907,-0.420531,0.00016121,0.0341371,0.000241476,0.000100315,0.145063,10.6
797,843500,17031843500,8435,Census Tract 8435,-87.696754,41.838215,ILLINOIS,Cook,30.4,16.5,12.7,44.9,15.03227518,22.3,41,34,14.7,2.7,23.334,10.733335,1547.77002,4.18333,82.3825,0.684956,0.795678,0.289383,0.187627,-0.36309,0.000178669,0.034137,0.000282722,9.86E-05,0.144767,11.2
349,271800,17031271800,2718,Census Tract 2718,-87.69849,41.871496,ILLINOIS,Cook,32.9,9.4,19.1,49.5,164.9484536,29.4,50.4,49.6,17.1,5.4,22.566,10.677915,1554.869995,4.20833,81.775,0.809345,0.51896,0.837039,0.559243,-0.368229,0.000178216,0.0341368,0.000235858,0.000103415,0.144791,21.4
745,837000,17031837000,8370,Census Tract 8370,-87.698674,41.878323,ILLINOIS,Cook,24.2,10.6,14,45.6,139.088729,26.8,44.2,41.8,16.5,4,22.566,10.677915,1555.890015,4.20833,81.775,0.740794,0.466212,0.982749,0.480998,-0.368229,0.000178216,0.0341368,0.000235858,0.000103415,0.144791,15.8
748,837400,17031837400,8374,Census Tract 8374,-87.693801,41.875975,ILLINOIS,Cook,23.9,11.4,13.5,44.9,131.6366828,28.1,42.8,42.1,15.5,3.9,22.566,10.6846,1555.599976,4.20833,81.2475,0.967829,0.655445,0.970343,0.560725,-0.368229,0.000178216,0.0341368,0.000235858,0.000103415,0.144791,15.9
525,561000,17031561000,5610,Census Tract 5610,-87.791503,41.788502,ILLINOIS,Cook,12.5,15.1,8.3,30,17.43848091,31.8,26.2,29.1,15.3,2.7,21.328,10.60625,1566.02002,4.19167,82.6625,0.065172,0.617044,0.130521,0.799907,-0.364338,0.000173518,0.0341362,0.000305133,0.000104423,0.144751,8.5
576,640400,17031640400,6404,Census Tract 6404,-87.791247,41.781178,ILLINOIS,Cook,15.5,15.3,9.5,31.9,15.67398119,31.2,28.2,29.4,16.2,2.8,21.328,10.59875,1565.23999,4.18333,82.6267,0.591879,0.778255,0.139188,0.642841,-0.364338,0.000173518,0.0341362,0.000305133,0.000104423,0.144751,9.1
768,840300,17031840300,8403,Census Tract 8403,-87.681882,41.832094,ILLINOIS,Cook,15.4,13.6,9.6,34.2,22.78481013,28.2,29.3,26.3,14,2.5,23.096,10.784585,1546.829956,4.18333,81.7875,0.889723,0.947897,0.297552,0.315833,-0.365837,0.000178255,0.0341361,0.000294022,0.000101614,0.144736,10.7
398,351100,17031351100,3511,Census Tract 3511,-87.6142,41.827747,ILLINOIS,Cook,28.7,9.2,17.8,48.4,5.102040816,27.8,48.8,46.3,18.4,5.3,22.01,10.700435,1502.550049,4.19167,81.0258,0.815535,0.498627,0.890746,0.398992,-0.44865,0.00017303,0.034136,0.000378806,0.000106702,0.144708,19.3
403,380200,17031380200,3802,Census Tract 3802,-87.614986,41.820574,ILLINOIS,Cook,13.8,6.6,14.2,38.7,29.76190476,37.1,38.3,56.6,12.1,6.9,23.548,10.7304,1506.469971,4.19167,81.3475,0.662549,0.746389,0.407942,0.97666,-0.44865,0.00017303,0.034136,0.000378806,0.000106702,0.144708,23
761,839600,17031839600,8396,Census Tract 8396,-87.619249,41.827441,ILLINOIS,Cook,15.3,9.2,11.9,40.3,20.49180328,32.9,38.1,48.4,12.3,4.9,22.01,10.700435,1507.199951,4.19167,81.0258,0.579166,0.488536,0.584762,0.903221,-0.44865,0.00017303,0.034136,0.000378806,0.000106702,0.144708,18
668,730400,17031730400,7304,Census Tract 7304,-87.652643,41.717821,ILLINOIS,Cook,15.1,9.7,10.8,41.1,25.61183836,31.9,38,46,12.8,4.2,22.172,10.6629,1529.699951,4.15833,81.5642,0.516168,0.681147,0.380805,0.844225,-0.47946,0.000162267,0.0341357,0.000352461,9.93E-05,0.144621,16.6
670,730600,17031730600,7306,Census Tract 7306,-87.650486,41.7106,ILLINOIS,Cook,16.3,9.2,12.1,41.6,38.73824018,32.2,40.3,48.2,12.9,4.8,22.208,10.646235,1529.209961,4.15833,81.5383,0.508801,0.516063,0.446321,0.818153,-0.47946,0.000162267,0.0341357,0.000352461,9.93E-05,0.144621,18.4
127,80201,17031080200,802.01,Census Tract 802.01,-87.631005,41.909498,ILLINOIS,Cook,6.6,14.7,5.6,26,9.126863401,31.3,22,26.5,14.1,2.2,21.654,10.603335,1482.189941,4.21667,78.9675,0.117035,0.166621,0.125024,0.403949,-0.452804,0.000171186,0.0341355,0.000316179,9.66E-05,0.144848,6.7
128,80202,17031080200,802.02,Census Tract 802.02,-87.630901,41.90586,ILLINOIS,Cook,7.5,16.3,5.4,27.2,17.15265866,26.9,22.4,22.4,15.3,1.9,22.152,10.603335,1487.300049,4.225,78.9675,0.219765,0.301733,0.053305,0.159839,-0.452804,0.000171186,0.0341355,0.000316179,9.66E-05,0.144848,5.7
129,80300,17031080300,803,Census Tract 803,-87.635799,41.90749,ILLINOIS,Cook,7.1,20.5,3.8,28,6.952491309,19.4,21.2,15.3,14.9,1.1,21.654,10.603335,1491.219971,4.21667,78.9675,0.093922,0.302227,0.459765,0.042438,-0.452804,0.000171186,0.0341355,0.000316179,9.66E-05,0.144848,3.3
131,81000,17031081000,810,Census Tract 810,-87.632109,41.900266,ILLINOIS,Cook,9.7,16.2,6.4,29.3,25.17890273,24.5,23.1,24,15.7,2.3,22.152,10.603765,1486.449951,4.225,78.9567,0.470786,0.633299,0.499211,0.170108,-0.452804,0.000171186,0.0341355,0.000316179,9.66E-05,0.144848,6.8
667,730300,17031730300,7303,Census Tract 7303,-87.664565,41.727463,ILLINOIS,Cook,18.1,10.4,11.4,43.3,42.88164666,30.1,40.1,44.2,13.9,3.9,22.172,10.61375,1530.76001,4.16667,81.7908,0.710784,0.672895,0.703611,0.710171,-0.469798,0.000164357,0.0341355,0.000342482,9.78E-05,0.144707,16
753,838300,17031838300,8383,Census Tract 8383,-87.638404,41.901567,ILLINOIS,Cook,10.8,15.2,6.2,34.6,55.18087063,22.2,28.2,24.7,13.9,1.9,22.152,10.607935,1494.599976,4.21667,78.9933,0.513094,0.380718,0.418298,0.103809,-0.452804,0.000171186,0.0341355,0.000316179,9.66E-05,0.144848,7.2
51,31800,17031031800,318,Census Tract 318,-87.670621,41.967011,ILLINOIS,Cook,8.4,19.1,4.7,28.9,0,21.4,23,17.2,14.7,1.4,21.338,10.46585,1514.199951,4.23333,79.4608,0.328325,0.435513,0.257622,0.10768,-0.455122,0.000161798,0.0341341,0.0002158,0.000102912,0.144972,4.6
694,830800,17031830800,8308,Census Tract 8308,-87.676577,41.965141,ILLINOIS,Cook,8.3,20.3,4.2,29.3,16.72940192,18.4,22.5,14.4,15.6,1.1,21.956,10.471665,1521.689941,4.23333,79.5558,0.298218,0.441087,0.102138,0.082953,-0.455122,0.000161798,0.0341341,0.0002158,0.000102912,0.144972,3.4
715,833100,17031833100,8331,Census Tract 8331,-87.657045,41.879077,ILLINOIS,Cook,9.5,19,4.7,30.8,15.95358956,20.4,23.8,18.3,14.6,1.4,22.304,10.724565,1524.76001,4.21667,79.5733,0.288427,0.515803,0.400867,0.065929,-0.386282,0.000183445,0.0341341,0.000349787,0.000107986,0.144785,4.5
716,833300,17031833300,8333,Census Tract 8333,-87.654125,41.871691,ILLINOIS,Cook,11,14.6,7,31.4,8.779631255,21.9,22.5,21,15.2,2,22.304,10.707935,1520.540039,4.21667,79.3017,0.583487,0.764581,0.290796,0.055536,-0.386282,0.000183445,0.0341341,0.000349787,0.000107986,0.144785,6.6
763,839800,17031839800,8398,Census Tract 8398,-87.643162,41.835067,ILLINOIS,Cook,12.5,13.4,7.8,31.7,3.663003663,28.7,23.5,26.2,13.6,2.4,23.6,10.79415,1527.349976,4.18333,80.535,0.668532,0.866289,0.369908,0.346848,-0.394818,0.000180528,0.034134,0.000294702,0.000113398,0.144732,9
744,836900,17031836900,8369,Census Tract 8369,-87.706136,41.881883,ILLINOIS,Cook,25.2,11.1,13.9,45.6,76.28294036,25.3,44,39.7,16.9,3.8,23.012,10.65165,1555.51001,4.21667,81.9642,0.934219,0.834258,0.92385,0.39037,-0.373454,0.000176017,0.0341328,0.000265795,0.00010042,0.144831,14.7
746,837100,17031837100,8371,Census Tract 8371,-87.698721,41.885674,ILLINOIS,Cook,20.4,10.6,13.4,42.3,93.45794393,30.2,40.2,43.9,14.7,4.6,22.152,10.66665,1556.22998,4.21667,81.5575,0.920716,0.672703,0.820148,0.788456,-0.373454,0.000176017,0.0341328,0.000265795,0.00010042,0.144831,17.2
369,300800,17031300800,3008,Census Tract 3008,-87.707582,41.848111,ILLINOIS,Cook,22.7,13.3,15.5,37.5,23.86117137,27.6,40.3,29.1,17.1,3.6,23.47,10.707065,1549.390015,4.19167,82.5975,0.984157,0.99028,0.777393,0.260407,-0.363404,0.00017917,0.0341325,0.0002494,9.86E-05,0.144848,15
370,300900,17031300900,3009,Census Tract 3009,-87.702699,41.84818,ILLINOIS,Cook,21.4,13.9,14.5,36.8,21.78217822,26.9,39,27.6,16.9,3.3,23.47,10.719585,1550.23999,4.19167,82.2858,0.86931,0.984403,0.724642,0.227772,-0.363404,0.00017917,0.0341325,0.0002494,9.86E-05,0.144848,13.8
771,840800,17031840800,8408,Census Tract 8408,-87.707371,41.840833,ILLINOIS,Cook,20.2,13.6,14.3,36.7,16.14639397,27,39.2,27.8,16.5,3.4,23.438,10.718315,1548.359985,4.18333,82.6667,0.860101,0.992435,0.688146,0.224573,-0.363404,0.00017917,0.0341325,0.0002494,9.86E-05,0.144848,14.1
376,301801,17031301800,3018.01,Census Tract 3018.01,-87.735049,41.841662,ILLINOIS,Cook,17.4,14.2,12.2,35.3,19.97503121,27,36.7,26.5,15.2,3,23.282,10.671235,1552.900024,4.2,82.905,0.938069,0.976138,0.639243,0.332294,-0.371702,0.000179182,0.0341304,0.000229014,0.000109377,0.144757,12.7
659,720300,17031720300,7203,Census Tract 7203,-87.677145,41.713903,ILLINOIS,Cook,9.6,13.8,7.2,31,2.686005909,31.4,27.8,31.7,13.8,2.6,22.774,10.570415,1529.699951,4.18333,81.8408,0.13292,0.586839,0.040706,0.699283,-0.477036,0.000162197,0.0341304,0.000318189,0.000100167,0.144643,9
796,843400,17031843400,8434,Census Tract 8434,-87.732021,41.849327,ILLINOIS,Cook,24.9,10.2,15.7,45.7,103.3769814,30.4,44.8,46.9,15.4,5,24.174,10.6604,1552.359985,4.2,82.8925,0.904499,0.83688,0.737172,0.728239,-0.371702,0.000179182,0.0341304,0.000229014,0.000109377,0.144757,19.5
581,640800,17031640800,6408,Census Tract 6408,-87.739742,41.774824,ILLINOIS,Cook,12.5,15.3,8.7,32.3,5.827505828,27,30.2,24.7,14.2,2.4,23.212,10.633765,1549.630005,4.175,82.5317,0.714869,0.864682,0.124761,0.345694,-0.382409,0.000173471,0.0341302,0.00026216,0.000106492,0.14482,9.2
584,650301,17031650300,6503.01,Census Tract 6503.01,-87.729992,41.774928,ILLINOIS,Cook,12.8,15.9,8.5,32.5,10.50604097,26.2,30.4,23.5,14.5,2.3,23.06,10.65835,1544.380005,4.175,82.5125,0.620989,0.907559,0.454933,0.316423,-0.382409,0.000173471,0.0341302,0.00026216,0.000106492,0.14482,8.8
77,60100,17031060100,601,Census Tract 601,-87.666611,41.957531,ILLINOIS,Cook,8.5,20.1,4.5,28.3,0,20.7,22.5,16.2,15.6,1.3,21.856,10.479985,1516.829956,4.23333,79.4967,0.168095,0.457562,0.113186,0.079164,-0.457374,0.000162733,0.0341288,0.000187157,0.000102654,0.144951,3.9
80,60400,17031060400,604,Census Tract 604,-87.666536,41.950673,ILLINOIS,Cook,7.9,21.6,4,28.1,5.934718101,17.8,21.5,13.8,15.8,1.1,22.674,10.49335,1522.849976,4.23333,79.5133,0.214045,0.161829,0.154723,0.05095,-0.457374,0.000162733,0.0341288,0.000187157,0.000102654,0.144951,3
81,60500,17031060500,605,Census Tract 605,-87.660501,41.95272,ILLINOIS,Cook,13.4,14.2,8.9,29.6,15.27883881,31.3,24.9,31,15.6,3.2,19.914,10.49375,1512.5,4.23333,79.3975,0.611641,0.760283,0.574156,0.531646,-0.457374,0.000162733,0.0341288,0.000187157,0.000102654,0.144951,10.7
536,580501,17031580500,5805.01,Census Tract 5805.01,-87.699496,41.819986,ILLINOIS,Cook,17.5,14.3,11.9,35.2,7.894217486,26.9,35,26.6,15.5,2.9,22.734,10.756265,1544.140015,4.18333,82.4617,0.97294,0.970591,0.721208,0.239415,-0.374453,0.000177553,0.0341286,0.000254538,0.00010106,0.144757,11.8
537,580502,17031580500,5805.02,Census Tract 5805.02,-87.69931,41.814562,ILLINOIS,Cook,17.5,14.2,11.7,35.3,7.478033277,26.6,35,26.3,15.3,2.9,23.604,10.756265,1543.22998,4.175,82.4617,0.963315,0.96996,0.683147,0.259432,-0.374453,0.000177553,0.0341286,0.000254538,0.00010106,0.144757,11.7
538,580600,17031580600,5806,Census Tract 5806,-87.692031,41.817398,ILLINOIS,Cook,15.2,14.8,10.1,34.2,7.231965287,25.8,32.8,24.3,14.8,2.6,23.994,10.767485,1543.459961,4.18333,82.25,0.9502,0.949709,0.593138,0.231657,-0.374453,0.000177553,0.0341286,0.000254538,0.00010106,0.144757,10.3
32,30400,17031030400,304,Census Tract 304,-87.672079,41.986952,ILLINOIS,Cook,11.5,15.1,7.4,31,22.35469449,27.4,27.2,25.8,14.5,2.4,19.818,10.44875,1498.800049,4.23333,79.4908,0.818887,0.820556,0.37546,0.306593,-0.47011,0.000158516,0.0341272,0.000254015,0.000102923,0.145082,8.4
54,40100,17031040100,401,Census Tract 401,-87.681993,41.983331,ILLINOIS,Cook,10.8,16.4,6.5,30.4,12.54705144,26.3,25.8,23.2,14.7,2,20.772,10.480435,1508.52002,4.23333,79.575,0.441233,0.703677,0.292512,0.27772,-0.47011,0.000158516,0.0341272,0.000254015,0.000102923,0.145082,6.9
358,283200,17031283200,2832,Census Tract 2832,-87.659199,41.869573,ILLINOIS,Cook,11.9,15.7,6.5,34,30.04807692,21.7,27.4,23,14.8,1.8,22.784,10.762065,1529.47998,4.20833,79.7042,0.608594,0.792685,0.150971,0.073878,-0.377954,0.000183303,0.034127,0.000335996,0.000109414,0.14476,6.5
359,283800,17031283800,2838,Census Tract 2838,-87.653755,41.863414,ILLINOIS,Cook,11.5,14.4,6.8,34.5,24.40347072,23.9,28.7,27.8,13.8,2.4,22.686,10.730835,1522.77002,4.2,79.4558,0.909623,0.674282,0.515756,0.267697,-0.377954,0.000183303,0.034127,0.000335996,0.000109414,0.14476,8.7
484,490600,17031490600,4906,Census Tract 4906,-87.628332,41.717951,ILLINOIS,Cook,15.7,9.6,11.6,41.5,51.21638924,32.1,39,47.4,12.9,4.6,23.048,10.69415,1528.449951,4.15,81.1092,0.817419,0.505437,0.383062,0.882146,-0.478043,0.000164166,0.0341262,0.000284201,9.40E-05,0.144545,17.5
485,490700,17031490700,4907,Census Tract 4907,-87.628365,41.710732,ILLINOIS,Cook,17.4,10.4,11.5,43,32.41491086,30.5,39.8,45.1,13.4,4.2,22.884,10.682065,1528.939941,4.15,81.09,0.800066,0.51896,0.338327,0.735474,-0.478043,0.000164166,0.0341262,0.000284201,9.40E-05,0.144545,16.5
70,50800,17031050800,508,Census Tract 508,-87.680928,41.945009,ILLINOIS,Cook,8.8,19.9,4.7,29,0,21.7,23,17.2,15.4,1.4,23.438,10.519565,1544.550049,4.23333,79.8292,0.295503,0.301046,0.057597,0.14523,-0.429688,0.000166721,0.0341261,0.000217621,0.000102934,0.144946,4.2
